,PKB4,PKB6,PKB7,PKB8,PKB9,PKB10,PKB11,PKB13,PKB14,PKB15,PKB16,PKB20,PKB22,PKB24,PKB32,PKB38,PKB42,PKB43,PKB44,PKB46,PKB48,PKB49,PKB50,PKB51,PKB52,PKB67,PKB68,PKB69,PKB70,PKB77,PKB79,PKB89,PKB90,PKB91,PKB98,PKB100,PKB101,PKB102,PKB103,PKB104,PKB105,PKB106,PKB119,PKB120,PKB128,PKB130,PKB135,PKB136,PKB137,PKB140,PKB142,PKB158,PKB159,PKB160,PKB161,PKB162,PKB171,PKB172,PKB177,PKB179,PKB180,PKB191,PKB206,PKB207,PKB218,PKB233,PKB236,PKB240,PKB241,PKB242,PKB247,PKB248
PKB69,25.0,20.0,22.0,19.0,20.0,18.0,19.0,22.0,19.0,19.0,19.0,18.0,20.0,18.0,16.0,19.0,19.0,21.0,17.0,19.0,26.0,20.0,25.0,23.0,25.0,19.0,26.0,53.0,26.0,30.0,25.0,18.0,12.0,18.0,25.0,17.0,13.0,13.0,17.0,14.0,15.0,28.0,13.0,18.0,27.0,20.0,37.0,37.0,37.0,32.0,30.0,15.0,14.0,18.0,16.0,19.0,34.0,20.0,26.0,30.0,30.0,35.0,16.0,18.0,28.0,29.0,35.0,19.0,19.0,20.0,11.0,27.0
PKB70,22.0,23.0,20.0,20.0,23.0,21.0,20.0,21.0,19.0,18.0,19.0,18.0,18.0,20.0,18.0,19.0,19.0,21.0,19.0,19.0,26.0,17.0,28.0,28.0,25.0,18.0,32.0,26.0,52.0,28.0,28.0,19.0,13.0,18.0,23.0,18.0,16.0,12.0,16.0,16.0,16.0,28.0,13.0,18.0,27.0,20.0,36.0,36.0,37.0,24.0,34.0,15.0,13.0,18.0,13.0,20.0,32.0,15.0,29.0,30.0,29.0,33.0,18.0,22.0,29.0,28.0,34.0,20.0,19.0,21.0,11.0,27.0
PKB77,23.0,21.0,19.0,19.0,21.0,20.0,18.0,20.0,16.0,15.0,18.0,18.0,18.0,18.0,18.0,20.0,20.0,19.0,16.0,17.0,24.0,18.0,28.0,23.0,25.0,18.0,31.0,30.0,28.0,63.0,28.0,18.0,12.0,17.0,23.0,18.0,18.0,15.0,15.0,16.0,18.0,28.0,14.0,20.0,27.0,22.0,42.0,43.0,42.0,27.0,32.0,16.0,13.0,20.0,14.0,20.0,33.0,18.0,29.0,32.0,30.0,38.0,17.0,20.0,27.0,27.0,38.0,19.0,20.0,19.0,12.0,29.0
PKB79,21.0,20.0,21.0,18.0,20.0,20.0,19.0,20.0,18.0,20.0,18.0,20.0,17.0,20.0,19.0,19.0,19.0,19.0,19.0,18.0,33.0,16.0,23.0,23.0,22.0,15.0,24.0,25.0,28.0,28.0,54.0,16.0,12.0,14.0,29.0,14.0,14.0,12.0,14.0,13.0,15.0,27.0,12.0,14.0,26.0,18.0,38.0,38.0,36.0,22.0,28.0,13.0,14.0,13.0,13.0,18.0,31.0,12.0,29.0,30.0,24.0,30.0,21.0,23.0,29.0,29.0,30.0,20.0,17.0,18.0,15.0,23.0
PKB89,15.0,16.0,12.0,13.0,16.0,14.0,14.0,16.0,15.0,11.0,12.0,12.0,14.0,12.0,13.0,17.0,11.0,14.0,10.0,12.0,17.0,13.0,19.0,16.0,17.0,15.0,17.0,18.0,19.0,18.0,16.0,38.0,9.0,15.0,15.0,15.0,15.0,15.0,11.0,13.0,16.0,18.0,13.0,16.0,16.0,14.0,21.0,22.0,22.0,18.0,19.0,13.0,10.0,14.0,9.0,17.0,20.0,13.0,17.0,21.0,18.0,21.0,13.0,13.0,17.0,18.0,23.0,13.0,16.0,14.0,8.0,20.0
PKB90,13.0,11.0,11.0,12.0,11.0,10.0,9.0,10.0,11.0,11.0,9.0,8.0,11.0,10.0,10.0,10.0,11.0,11.0,8.0,9.0,11.0,10.0,10.0,13.0,15.0,9.0,12.0,12.0,13.0,12.0,12.0,9.0,24.0,11.0,10.0,9.0,8.0,9.0,10.0,12.0,11.0,13.0,11.0,17.0,14.0,11.0,15.0,14.0,16.0,14.0,14.0,12.0,10.0,8.0,11.0,11.0,15.0,8.0,13.0,15.0,12.0,17.0,11.0,11.0,14.0,14.0,14.0,10.0,9.0,9.0,8.0,12.0
PKB91,13.0,14.0,15.0,17.0,14.0,16.0,14.0,14.0,15.0,15.0,12.0,13.0,16.0,13.0,13.0,13.0,15.0,16.0,12.0,12.0,17.0,12.0,15.0,16.0,19.0,13.0,20.0,18.0,18.0,17.0,14.0,15.0,11.0,39.0,15.0,16.0,16.0,9.0,12.0,14.0,18.0,17.0,13.0,16.0,17.0,14.0,21.0,20.0,20.0,19.0,18.0,14.0,13.0,13.0,13.0,16.0,17.0,15.0,15.0,19.0,18.0,23.0,12.0,12.0,18.0,18.0,20.0,13.0,14.0,13.0,10.0,18.0
PKB98,21.0,22.0,22.0,19.0,22.0,21.0,21.0,21.0,20.0,20.0,21.0,20.0,19.0,20.0,20.0,19.0,16.0,16.0,19.0,21.0,34.0,15.0,26.0,21.0,19.0,15.0,26.0,25.0,23.0,23.0,29.0,15.0,10.0,15.0,51.0,14.0,14.0,11.0,14.0,12.0,16.0,27.0,11.0,14.0,24.0,19.0,35.0,36.0,34.0,20.0,24.0,11.0,13.0,11.0,10.0,15.0,31.0,10.0,28.0,28.0,28.0,28.0,23.0,23.0,28.0,28.0,28.0,19.0,16.0,17.0,13.0,23.0
PKB100,14.0,17.0,14.0,16.0,17.0,14.0,15.0,15.0,13.0,12.0,14.0,13.0,14.0,13.0,14.0,13.0,14.0,13.0,13.0,14.0,15.0,13.0,20.0,18.0,18.0,15.0,17.0,17.0,18.0,18.0,14.0,15.0,9.0,16.0,14.0,32.0,11.0,11.0,13.0,15.0,15.0,18.0,13.0,15.0,16.0,14.0,19.0,20.0,22.0,17.0,19.0,12.0,12.0,12.0,10.0,17.0,20.0,14.0,15.0,21.0,22.0,19.0,11.0,12.0,20.0,18.0,21.0,13.0,15.0,16.0,9.0,21.0
PKB101,14.0,13.0,12.0,13.0,13.0,15.0,12.0,13.0,12.0,11.0,14.0,13.0,12.0,12.0,11.0,11.0,11.0,11.0,9.0,12.0,15.0,13.0,15.0,15.0,15.0,9.0,14.0,13.0,16.0,18.0,14.0,15.0,8.0,16.0,14.0,11.0,32.0,8.0,12.0,9.0,11.0,15.0,10.0,10.0,14.0,12.0,17.0,17.0,18.0,16.0,16.0,9.0,12.0,9.0,7.0,10.0,16.0,7.0,16.0,15.0,15.0,16.0,15.0,12.0,17.0,17.0,18.0,11.0,17.0,11.0,9.0,14.0
PKB102,9.0,11.0,9.0,11.0,11.0,10.0,9.0,12.0,11.0,9.0,10.0,8.0,8.0,9.0,9.0,11.0,8.0,8.0,7.0,8.0,11.0,7.0,13.0,11.0,11.0,11.0,14.0,13.0,12.0,15.0,12.0,15.0,9.0,9.0,11.0,11.0,8.0,28.0,8.0,10.0,10.0,14.0,8.0,11.0,14.0,8.0,14.0,15.0,17.0,12.0,13.0,7.0,7.0,11.0,8.0,10.0,14.0,10.0,11.0,15.0,12.0,15.0,11.0,10.0,13.0,11.0,15.0,8.0,13.0,12.0,6.0,15.0
PKB103,11.0,13.0,11.0,12.0,13.0,14.0,13.0,12.0,10.0,11.0,13.0,12.0,15.0,10.0,12.0,11.0,11.0,11.0,9.0,11.0,14.0,13.0,12.0,14.0,13.0,10.0,13.0,17.0,16.0,15.0,14.0,11.0,10.0,12.0,14.0,13.0,12.0,8.0,26.0,11.0,11.0,14.0,11.0,9.0,14.0,13.0,16.0,15.0,16.0,14.0,15.0,9.0,12.0,10.0,10.0,16.0,14.0,9.0,12.0,15.0,15.0,15.0,11.0,11.0,18.0,18.0,14.0,11.0,13.0,9.0,11.0,13.0
PKB104,11.0,12.0,12.0,11.0,12.0,12.0,13.0,13.0,11.0,9.0,10.0,10.0,11.0,12.0,12.0,12.0,11.0,11.0,9.0,10.0,13.0,11.0,14.0,15.0,16.0,9.0,18.0,14.0,16.0,16.0,13.0,13.0,12.0,14.0,12.0,15.0,9.0,10.0,11.0,35.0,13.0,14.0,16.0,14.0,15.0,14.0,18.0,18.0,17.0,15.0,18.0,12.0,10.0,13.0,11.0,15.0,16.0,12.0,13.0,19.0,15.0,17.0,11.0,11.0,14.0,15.0,18.0,10.0,13.0,12.0,8.0,15.0
PKB105,13.0,15.0,13.0,13.0,15.0,15.0,13.0,16.0,15.0,14.0,16.0,17.0,13.0,19.0,14.0,13.0,15.0,16.0,11.0,11.0,16.0,12.0,14.0,18.0,15.0,12.0,17.0,15.0,16.0,18.0,15.0,16.0,11.0,18.0,16.0,15.0,11.0,10.0,11.0,13.0,36.0,17.0,12.0,18.0,20.0,12.0,20.0,21.0,19.0,18.0,18.0,14.0,12.0,11.0,11.0,17.0,21.0,15.0,15.0,18.0,17.0,20.0,11.0,11.0,18.0,17.0,19.0,12.0,16.0,16.0,10.0,20.0
PKB106,24.0,21.0,19.0,18.0,21.0,21.0,20.0,21.0,20.0,18.0,19.0,22.0,20.0,19.0,15.0,19.0,22.0,20.0,21.0,21.0,26.0,19.0,25.0,27.0,24.0,17.0,28.0,28.0,28.0,28.0,27.0,18.0,13.0,17.0,27.0,18.0,15.0,14.0,14.0,14.0,17.0,52.0,13.0,18.0,28.0,18.0,34.0,35.0,36.0,25.0,30.0,14.0,14.0,15.0,13.0,19.0,33.0,15.0,28.0,32.0,28.0,32.0,20.0,21.0,32.0,30.0,32.0,21.0,22.0,20.0,13.0,27.0
PKB119,10.0,11.0,14.0,13.0,11.0,11.0,13.0,12.0,11.0,12.0,10.0,9.0,12.0,11.0,11.0,11.0,13.0,14.0,10.0,11.0,11.0,11.0,12.0,13.0,14.0,10.0,12.0,13.0,13.0,14.0,12.0,13.0,11.0,13.0,11.0,13.0,10.0,8.0,11.0,16.0,12.0,13.0,26.0,13.0,16.0,14.0,16.0,15.0,15.0,16.0,16.0,10.0,8.0,11.0,12.0,15.0,14.0,10.0,12.0,16.0,15.0,16.0,9.0,9.0,13.0,14.0,15.0,11.0,11.0,10.0,6.0,13.0
PKB120,15.0,14.0,12.0,12.0,14.0,15.0,12.0,14.0,11.0,10.0,11.0,10.0,10.0,11.0,10.0,14.0,10.0,11.0,8.0,8.0,16.0,11.0,15.0,15.0,17.0,12.0,19.0,18.0,18.0,20.0,14.0,16.0,17.0,16.0,14.0,15.0,10.0,11.0,9.0,14.0,18.0,18.0,13.0,39.0,19.0,14.0,23.0,22.0,24.0,20.0,20.0,13.0,10.0,13.0,12.0,16.0,24.0,17.0,14.0,26.0,20.0,25.0,11.0,12.0,17.0,16.0,23.0,11.0,13.0,13.0,7.0,19.0
PKB128,23.0,21.0,19.0,21.0,21.0,18.0,18.0,20.0,21.0,19.0,17.0,20.0,16.0,21.0,17.0,18.0,18.0,19.0,17.0,18.0,25.0,16.0,21.0,25.0,26.0,17.0,26.0,27.0,27.0,27.0,26.0,16.0,14.0,17.0,24.0,16.0,14.0,14.0,14.0,15.0,20.0,28.0,16.0,19.0,60.0,19.0,34.0,36.0,35.0,27.0,30.0,14.0,15.0,15.0,14.0,18.0,31.0,16.0,29.0,27.0,25.0,33.0,20.0,18.0,29.0,28.0,33.0,17.0,17.0,17.0,11.0,27.0
